Resume_ID,Rank,Matched_Job_ID,Job_Title,LLM_Score
10247517,9,226,Database Administrator,0.5683
10247517,10,372,Network Administrator,0.554
25959103,1,559,Network Administrator,0.727
25959103,2,1850,Network Administrator,0.7222
25959103,3,1362,Network Administrator,0.6901
25959103,4,1528,Network Administrator,0.685
25959103,5,1061,Network Administrator,0.6762
25959103,6,1802,Network Administrator,0.6694
25959103,7,805,Network Administrator,0.668
25959103,8,1278,Network Administrator,0.6587
25959103,9,1155,Network Administrator,0.6583
25959103,10,1987,Network Administrator,0.6573
13385306,1,1845,Backend Developer,0.6557
13385306,2,1597,Java Developer,0.6481
13385306,3,2105,Backend Developer,0.6294
13385306,4,277,Java Developer,0.6228
13385306,5,1460,Software Engineer,0.6186
13385306,6,248,Full Stack Developer,0.6178
13385306,7,637,Database Administrator,0.6102
13385306,8,1944,Network Administrator,0.6098
13385306,9,1794,Java Developer,0.609
13385306,10,1938,Database Administrator,0.6069
38753827,1,1655,Network Administrator,0.6511
38753827,2,580,Network Administrator,0.6221
38753827,3,1971,Network Administrator,0.6163
38753827,4,1278,Network Administrator,0.6068
38753827,5,792,Software Engineer,0.5803
38753827,6,773,Machine Learning,0.5787
38753827,7,637,Database Administrator,0.5575
38753827,8,1071,Database Administrator,0.5527
38753827,9,2146,Network Administrator,0.5372
38753827,10,1699,DevOps Engineer,0.5335
17681064,1,773,Machine Learning,0.5567
17681064,2,744,Software Engineer,0.554
17681064,3,1919,Database Administrator,0.5452
17681064,4,892,Software Engineer,0.5345
17681064,5,2002,Database Administrator,0.5301
17681064,6,1388,Software Engineer,0.5296
17681064,7,792,Software Engineer,0.5235
17681064,8,2141,Database Administrator,0.5198
17681064,9,567,Full Stack Developer,0.5196
17681064,10,2260,Java Developer,0.5152
25905275,1,38,Network Administrator,0.6256
25905275,2,2078,Software Engineer,0.6084
25905275,3,2191,Java Developer,0.6061
25905275,4,1061,Network Administrator,0.6031
25905275,5,1485,Software Engineer,0.6021
25905275,6,1528,Network Administrator,0.6014
25905275,7,1944,Network Administrator,0.5961
25905275,8,1362,Network Administrator,0.5959
25905275,9,277,Java Developer,0.5903
25905275,10,2233,Software Engineer,0.5838
11580408,1,1436,Java Developer,0.6641
11580408,2,1944,Network Administrator,0.6533
11580408,3,1283,Network Administrator,0.6338
11580408,4,1362,Network Administrator,0.6283
11580408,5,1845,Backend Developer,0.6283
11580408,6,297,Database Administrator,0.6256
11580408,7,1597,Java Developer,0.6241
11580408,8,1588,Backend Developer,0.6226
11580408,9,5,Java Developer,0.6211
11580408,10,589,Network Administrator,0.6164
19201175,1,1528,Network Administrator,0.7088
19201175,2,1362,Network Administrator,0.6938
19201175,3,559,Network Administrator,0.6927
19201175,4,1155,Network Administrator,0.6646
19201175,5,1485,Software Engineer,0.658
19201175,6,1071,Database Administrator,0.6578
19201175,7,1436,Java Developer,0.6574
19201175,8,1161,Network Administrator,0.6565
19201175,9,1471,Software Engineer,0.65
19201175,10,1070,Network Administrator,0.6497
12635195,1,559,Network Administrator,0.5708
12635195,2,1362,Network Administrator,0.5536
12635195,3,2258,Software Engineer,0.5441
12635195,4,1071,Database Administrator,0.5405
12635195,5,1283,Network Administrator,0.5391
12635195,6,1471,Software Engineer,0.5366
12635195,7,1597,Java Developer,0.5329
12635195,8,1436,Java Developer,0.5283
12635195,9,1738,Java Developer,0.5252
12635195,10,1519,Django Developer,0.5227
32959732,1,562,Full Stack Developer,0.6296
32959732,2,2260,Java Developer,0.6262
32959732,3,637,Database Administrator,0.6253
32959732,4,2141,Database Administrator,0.6248
32959732,5,1436,Java Developer,0.6187
32959732,6,1528,Network Administrator,0.6168
32959732,7,1273,Full Stack Developer,0.6148
32959732,8,1929,Full Stack Developer,0.6105
32959732,9,2275,Machine Learning,0.607
32959732,10,1655,Network Administrator,0.6042
17688766,1,903,Network Administrator,0.6746
17688766,2,580,Network Administrator,0.6677
17688766,3,1528,Network Administrator,0.6525
17688766,4,1655,Network Administrator,0.6377
17688766,5,1278,Network Administrator,0.6362
17688766,6,559,Network Administrator,0.6342
17688766,7,1362,Network Administrator,0.6322
17688766,8,1802,Network Administrator,0.627
17688766,9,1850,Network Administrator,0.613
17688766,10,823,Network Administrator,0.607
20024870,1,647,Machine Learning,0.5214
20024870,2,168,Machine Learning,0.5119
20024870,3,1970,Machine Learning,0.5048
20024870,4,1468,Network Administrator,0.5037
20024870,5,637,Database Administrator,0.5024
20024870,6,1555,Django Developer,0.5009
20024870,7,1194,JavaScript Developer,0.4988
20024870,8,2187,Software Engineer,0.4926
20024870,9,1279,Full Stack Developer,0.4915
20024870,10,892,Software Engineer,0.491
22450718,1,559,Network Administrator,0.7261
22450718,2,1362,Network Administrator,0.7165
22450718,3,1485,Software Engineer,0.714
22450718,4,1528,Network Administrator,0.7123
22450718,5,1436,Java Developer,0.6939
22450718,6,1283,Network Administrator,0.686
22450718,7,1061,Network Administrator,0.6757
22450718,8,453,Network Administrator,0.6742
22450718,9,1161,Network Administrator,0.6697
22450718,10,589,Network Administrator,0.6697
46260230,1,1944,Network Administrator,0.6411
46260230,2,589,Network Administrator,0.631
46260230,3,1528,Network Administrator,0.6278
46260230,4,1485,Software Engineer,0.6276
46260230,5,1283,Network Administrator,0.6248
46260230,6,1172,JavaScript Developer,0.6118
46260230,7,38,Network Administrator,0.6105
46260230,8,1362,Network Administrator,0.6021
46260230,9,1070,Network Administrator,0.5998
46260230,10,1919,Database Administrator,0.5989
10839851,1,1528,Network Administrator,0.7192
10839851,2,1813,Network Administrator,0.7064
10839851,3,1283,Network Administrator,0.6806
10839851,4,1362,Network Administrator,0.6803
10839851,5,1278,Network Administrator,0.6797
10839851,6,559,Network Administrator,0.6711
10839851,7,595,Network Administrator,0.6669
10839851,8,1071,Database Administrator,0.6647
10839851,9,991,Network Administrator,0.6592
10839851,10,1076,Network Administrator,0.6585
18752129,1,1289,Full Stack Developer,0.5323
18752129,2,1270,Full Stack Developer,0.5044
18752129,3,2191,Java Developer,0.5043
18752129,4,1485,Software Engineer,0.5035
18752129,5,1738,Java Developer,0.4935
18752129,6,817,Backend Developer,0.492
18752129,7,1811,JavaScript Developer,0.4887
18752129,8,2233,Software Engineer,0.4855
18752129,9,763,iOS Developer,0.4839
18752129,10,1770,Machine Learning,0.4838
37764298,1,1002,Machine Learning,0.5638
37764298,2,744,Software Engineer,0.5483
37764298,3,1632,Java Developer,0.5475
37764298,4,98,Software Engineer,0.547
37764298,5,346,Machine Learning,0.5379
37764298,6,1345,Machine Learning,0.5366
37764298,7,1364,Software Engineer,0.5332
37764298,8,1784,Machine Learning,0.5309
37764298,9,1660,Backend Developer,0.5294
37764298,10,1514,Java Developer,0.5271
90867631,1,2069,Database Administrator,0.5934
90867631,2,23,Database Administrator,0.5888
90867631,3,486,Full Stack Developer,0.5734
90867631,4,2076,Database Administrator,0.5696
90867631,5,213,Database Administrator,0.5639
90867631,6,814,Database Administrator,0.5573
90867631,7,1678,Network Administrator,0.5547
90867631,8,551,Database Administrator,0.5544
90867631,9,297,Database Administrator,0.5532
90867631,10,677,Network Administrator,0.5531
17641670,1,1362,Network Administrator,0.699
17641670,2,1283,Network Administrator,0.6941
17641670,3,1528,Network Administrator,0.6892
17641670,4,559,Network Administrator,0.6835
17641670,5,589,Network Administrator,0.6779
17641670,6,1436,Java Developer,0.6747
17641670,7,1485,Software Engineer,0.6688
17641670,8,1009,Network Administrator,0.668
17641670,9,1813,Network Administrator,0.6515
17641670,10,1944,Network Administrator,0.65
24889109,1,1362,Network Administrator,0.6078
24889109,2,2142,Network Administrator,0.6056
24889109,3,1061,Network Administrator,0.6003
24889109,4,1533,Network Administrator,0.6
24889109,5,1802,Network Administrator,0.5938
24889109,6,1071,Database Administrator,0.5864
24889109,7,805,Network Administrator,0.5843
24889109,8,2019,Network Administrator,0.5823
24889109,9,1528,Network Administrator,0.5736
24889109,10,1935,Software Engineer,0.5731
24083609,1,1533,Network Administrator,0.547
24083609,2,2142,Network Administrator,0.5445
24083609,3,1071,Database Administrator,0.5422
24083609,4,805,Network Administrator,0.536
24083609,5,1642,Network Administrator,0.5335
24083609,6,1061,Network Administrator,0.5215
24083609,7,372,Network Administrator,0.5178
24083609,8,1027,Network Administrator,0.514
24083609,9,792,Software Engineer,0.5133
24083609,10,1207,Network Administrator,0.5054
24038620,1,1061,Network Administrator,0.524
24038620,2,1802,Network Administrator,0.5234
24038620,3,1395,Software Engineer,0.5234
24038620,4,1362,Network Administrator,0.52
24038620,5,1070,Network Administrator,0.5185
24038620,6,823,Network Administrator,0.5118
24038620,7,1127,PHP Developer,0.505
24038620,8,1528,Network Administrator,0.5045
24038620,9,1172,JavaScript Developer,0.5037
24038620,10,1721,Network Administrator,0.5023
29051656,1,103,Database Administrator,0.6292
29051656,2,514,Backend Developer,0.5964
29051656,3,1742,DevOps Engineer,0.5869
29051656,4,2241,Database Administrator,0.5792
29051656,5,2038,Database Administrator,0.5732
29051656,6,1367,Backend Developer,0.5653
29051656,7,18,Database Administrator,0.5644
29051656,8,1183,Machine Learning,0.5616
29051656,9,438,Database Administrator,0.5614
29051656,10,1095,DevOps Engineer,0.5612
20237244,1,991,Network Administrator,0.7306
20237244,2,677,Network Administrator,0.6587
20237244,3,2142,Network Administrator,0.6265
20237244,4,805,Network Administrator,0.6199
20237244,5,364,Network Administrator,0.617
20237244,6,1283,Network Administrator,0.6157
20237244,7,1528,Network Administrator,0.6133
20237244,8,559,Network Administrator,0.6122
20237244,9,216,Network Administrator,0.6112
20237244,10,2215,Network Administrator,0.6111
20001721,1,989,Database Administrator,0.7044
20001721,2,674,Database Administrator,0.7001
20001721,3,1154,Database Administrator,0.6912
20001721,4,1362,Network Administrator,0.6903
20001721,5,1528,Network Administrator,0.6849
20001721,6,1805,Backend Developer,0.6834
20001721,7,1485,Software Engineer,0.6817
20001721,8,2104,Database Administrator,0.6776
20001721,9,1668,Database Administrator,0.6773
20001721,10,297,Database Administrator,0.6768
92069209,1,1655,Network Administrator,0.5789
92069209,2,320,Network Administrator,0.5309
92069209,3,372,Network Administrator,0.5276
92069209,4,1278,Network Administrator,0.5234
92069209,5,773,Machine Learning,0.5198
92069209,6,580,Network Administrator,0.5141
92069209,7,1528,Network Administrator,0.5123
92069209,8,637,Database Administrator,0.507
92069209,9,515,Java Developer,0.503
92069209,10,509,Network Administrator,0.4961
13405733,1,1919,Database Administrator,0.6988
13405733,2,18,Database Administrator,0.6937
13405733,3,1668,Database Administrator,0.6877
13405733,4,1588,Backend Developer,0.6825
13405733,5,1273,Full Stack Developer,0.6816
13405733,6,1387,Database Administrator,0.6813
13405733,7,1559,Database Administrator,0.6798
13405733,8,637,Database Administrator,0.6797
13405733,9,1616,Database Administrator,0.6743
13405733,10,2241,Database Administrator,0.6725
28697203,1,1263,Full Stack Developer,0.6805
28697203,2,1273,Full Stack Developer,0.6646
28697203,3,942,iOS Developer,0.6594
28697203,4,1822,Software Engineer,0.6583
28697203,5,2214,Full Stack Developer,0.65
28697203,6,1668,Database Administrator,0.6463
28697203,7,637,Database Administrator,0.6417
28697203,8,1141,Node js developer,0.6408
28697203,9,1101,DevOps Engineer,0.6345
28697203,10,18,Database Administrator,0.632
28035460,1,1061,Network Administrator,0.5811
28035460,2,1278,Network Administrator,0.561
28035460,3,805,Network Administrator,0.5567
28035460,4,2146,Network Administrator,0.5419
28035460,5,1655,Network Administrator,0.5373
28035460,6,1802,Network Administrator,0.5295
28035460,7,744,Software Engineer,0.5277
28035460,8,1842,Machine Learning,0.5251
28035460,9,1991,Software Engineer,0.5196
28035460,10,226,Database Administrator,0.5175
21283365,1,1655,Network Administrator,0.6714
21283365,2,1278,Network Administrator,0.6285
21283365,3,320,Network Administrator,0.6275
21283365,4,1528,Network Administrator,0.6226
21283365,5,372,Network Administrator,0.6215
21283365,6,792,Software Engineer,0.6185
21283365,7,1071,Database Administrator,0.6049
21283365,8,559,Network Administrator,0.5998
21283365,9,58,DevOps Engineer,0.5961
21283365,10,1738,Java Developer,0.5948
17987433,1,1053,Machine Learning,0.4734
17987433,2,96,Machine Learning,0.4471
17987433,3,2065,Java Developer,0.4335
17987433,4,1814,Machine Learning,0.4266
17987433,5,311,Django Developer,0.4137
17987433,6,996,iOS Developer,0.4089
17987433,7,791,Machine Learning,0.4059
17987433,8,1027,Network Administrator,0.4046
17987433,9,189,iOS Developer,0.4045
17987433,10,475,iOS Developer,0.4045
10553553,1,1655,Network Administrator,0.6171
10553553,2,637,Database Administrator,0.589
10553553,3,641,Java Developer,0.586
10553553,4,2275,Machine Learning,0.5841
10553553,5,1278,Network Administrator,0.584
10553553,6,1668,Database Administrator,0.5809
10553553,7,1822,Software Engineer,0.5717
10553553,8,1141,Node js developer,0.57
10553553,9,1802,Network Administrator,0.5672
10553553,10,1738,Java Developer,0.5632
15118506,1,903,Network Administrator,0.5986
15118506,2,559,Network Administrator,0.5898
15118506,3,1278,Network Administrator,0.5852
15118506,4,1655,Network Administrator,0.5821
15118506,5,1459,Database Administrator,0.5793
15118506,6,1071,Database Administrator,0.5756
15118506,7,1504,Database Administrator,0.5694
15118506,8,1850,Network Administrator,0.5627
15118506,9,1436,Java Developer,0.5522
15118506,10,1471,Software Engineer,0.5494
18176523,1,1655,Network Administrator,0.6604
18176523,2,580,Network Administrator,0.6204
18176523,3,236,DevOps Engineer,0.619
18176523,4,1071,Database Administrator,0.603
18176523,5,2075,DevOps Engineer,0.6011
18176523,6,562,Full Stack Developer,0.5915
18176523,7,336,Software Engineer,0.5906
18176523,8,1278,Network Administrator,0.5847
18176523,9,134,Network Administrator,0.5832
18176523,10,19,DevOps Engineer,0.5717
24020470,1,1283,Network Administrator,0.6382
24020470,2,1362,Network Administrator,0.6274
24020470,3,1954,Network Administrator,0.6186
24020470,4,1070,Network Administrator,0.6131
24020470,5,1528,Network Administrator,0.6084
24020470,6,1944,Network Administrator,0.5991
24020470,7,824,Network Administrator,0.5925
24020470,8,1705,Database Administrator,0.5923
24020470,9,1575,Node js developer,0.5902
24020470,10,1436,Java Developer,0.5894
70089206,1,1991,Software Engineer,0.6886
70089206,2,637,Database Administrator,0.6259
70089206,3,42,Java Developer,0.6179
70089206,4,2048,Backend Developer,0.6175
70089206,5,792,Software Engineer,0.6069
70089206,6,356,Software Engineer,0.6029
70089206,7,1805,Backend Developer,0.6026
70089206,8,1847,Java Developer,0.6025
70089206,9,1062,Software Engineer,0.602
70089206,10,1999,Java Developer,0.5975
27770859,1,1070,Network Administrator,0.6371
27770859,2,1528,Network Administrator,0.6349
27770859,3,559,Network Administrator,0.6345
27770859,4,1283,Network Administrator,0.6277
27770859,5,1278,Network Administrator,0.6139
27770859,6,763,iOS Developer,0.5774
27770859,7,823,Network Administrator,0.5702
27770859,8,589,Network Administrator,0.5701
27770859,9,134,Network Administrator,0.5661
27770859,10,580,Network Administrator,0.5654
57002858,1,1278,Network Administrator,0.6993
57002858,2,903,Network Administrator,0.695
57002858,3,1655,Network Administrator,0.6783
57002858,4,1528,Network Administrator,0.6696
57002858,5,1362,Network Administrator,0.6663
57002858,6,1850,Network Administrator,0.66
57002858,7,580,Network Administrator,0.6514
57002858,8,453,Network Administrator,0.6508
57002858,9,1504,Database Administrator,0.6427
57002858,10,1071,Database Administrator,0.6427
13477922,1,1362,Network Administrator,0.6819
13477922,2,1009,Network Administrator,0.6205
13477922,3,823,Network Administrator,0.616
13477922,4,1528,Network Administrator,0.6112
13477922,5,1070,Network Administrator,0.6037
13477922,6,903,Network Administrator,0.6017
13477922,7,1061,Network Administrator,0.601
13477922,8,1802,Network Administrator,0.6009
13477922,9,1813,Network Administrator,0.5998
13477922,10,1818,Network Administrator,0.5967
28126340,1,297,Database Administrator,0.6572
28126340,2,1436,Java Developer,0.639
28126340,3,277,Java Developer,0.6193
28126340,4,1938,Database Administrator,0.6176
28126340,5,1944,Network Administrator,0.607
28126340,6,1016,Database Administrator,0.6026
28126340,7,1999,Java Developer,0.6022
28126340,8,637,Database Administrator,0.5994
28126340,9,83,Database Administrator,0.5968
28126340,10,1726,DevOps Engineer,0.5968
37242217,1,1156,JavaScript Developer,0.6694
37242217,2,1436,Java Developer,0.661
37242217,3,1183,Machine Learning,0.6591
37242217,4,2154,JavaScript Developer,0.659
37242217,5,1283,Network Administrator,0.6566
37242217,6,1738,Java Developer,0.6523
37242217,7,1944,Network Administrator,0.6472
37242217,8,1868,Software Engineer,0.6437
37242217,9,2048,Backend Developer,0.6389
37242217,10,1588,Backend Developer,0.6348
10089434,1,2075,DevOps Engineer,0.6509
10089434,2,1594,Network Administrator,0.6434
10089434,3,134,Network Administrator,0.6305
10089434,4,1459,Database Administrator,0.5973
10089434,5,1278,Network Administrator,0.596
10089434,6,1374,Network Administrator,0.5949
10089434,7,585,Software Engineer,0.5934
10089434,8,2249,Network Administrator,0.5834
10089434,9,236,DevOps Engineer,0.5822
10089434,10,903,Network Administrator,0.5706
11957080,1,1362,Network Administrator,0.6481
11957080,2,1071,Database Administrator,0.6476
11957080,3,743,Network Administrator,0.6408
11957080,4,453,Network Administrator,0.6134
11957080,5,2130,Network Administrator,0.6113
11957080,6,1236,Network Administrator,0.6104
11957080,7,903,Network Administrator,0.6093
11957080,8,1436,Java Developer,0.5947
11957080,9,1164,Network Administrator,0.5914
11957080,10,1009,Network Administrator,0.5792
35325329,1,846,Network Administrator,0.5411
35325329,2,1655,Network Administrator,0.5205
35325329,3,372,Network Administrator,0.5053
35325329,4,151,Network Administrator,0.5018
35325329,5,1996,Network Administrator,0.4993
35325329,6,2146,Network Administrator,0.4908
