Resume_ID,Rank,Matched_Job_ID,Job_Title,TFIDF_Score
52246737,8,1659,DevOps Engineer,0.32210375706149325
52246737,9,1271,Database Administrator,0.3198591928714589
52246737,10,1154,Database Administrator,0.3171524889098453
12045067,1,76,JavaScript Developer,0.3381274786058744
12045067,2,2105,Backend Developer,0.28245329906796696
12045067,3,75,DevOps Engineer,0.2777071291354785
12045067,4,2057,Network Administrator,0.27612315947251137
12045067,5,381,Node js developer,0.2746806733713835
12045067,6,1562,Backend Developer,0.2743636009894376
12045067,7,802,Software Engineer,0.26613485306988655
12045067,8,509,Network Administrator,0.2656364189507229
12045067,9,1391,Node js developer,0.26518228370886
12045067,10,1578,Node js developer,0.26428643384088274
13836471,1,903,Network Administrator,0.5348945542858862
13836471,2,399,Network Administrator,0.525593576389508
13836471,3,1362,Network Administrator,0.48125250649047546
13836471,4,23,Database Administrator,0.47521915707420753
13836471,5,1013,Database Administrator,0.46990148295055945
13836471,6,1594,Network Administrator,0.4671369691115815
13836471,7,823,Network Administrator,0.46305072977941897
13836471,8,1009,Network Administrator,0.4505591794880786
13836471,9,1818,Network Administrator,0.4487885633620281
13836471,10,1071,Database Administrator,0.43839918114715726
14789139,1,420,Database Administrator,0.31768092809989595
14789139,2,599,Software Engineer,0.31739982840932096
14789139,3,1205,Database Administrator,0.3124691341569371
14789139,4,2057,Network Administrator,0.3119573115297993
14789139,5,1681,Database Administrator,0.3115936847289652
14789139,6,2228,Network Administrator,0.30633194617940906
14789139,7,1459,Database Administrator,0.30553231645172657
14789139,8,320,Network Administrator,0.30281468599048444
14789139,9,447,Full Stack Developer,0.3003955420305603
14789139,10,2244,Backend Developer,0.2994883154217522
36434348,1,2104,Database Administrator,0.3740078749828234
36434348,2,1655,Network Administrator,0.36977949955167305
36434348,3,1348,Database Administrator,0.366032347381271
36434348,4,2069,Database Administrator,0.3554496407281931
36434348,5,1459,Database Administrator,0.3538973534304235
36434348,6,1919,Database Administrator,0.35382842585474733
36434348,7,1465,Java Developer,0.34882532631349067
36434348,8,23,Database Administrator,0.34296356134046185
36434348,9,686,Network Administrator,0.329733728714874
36434348,10,1662,Database Administrator,0.3291222152455545
27536013,1,1161,Network Administrator,0.3544412828347981
27536013,2,1660,Backend Developer,0.33757305002489335
27536013,3,1729,Database Administrator,0.32184936643165707
27536013,4,234,Java Developer,0.3215130544840925
27536013,5,876,Full Stack Developer,0.3156915468341703
27536013,6,817,Backend Developer,0.31452576236435137
27536013,7,1510,Django Developer,0.31177064190693854
27536013,8,1724,Machine Learning,0.3108265682548614
27536013,9,1701,Django Developer,0.31060044506096995
27536013,10,2018,Django Developer,0.3086017860097948
18301617,1,1705,Database Administrator,0.4004632444019893
18301617,2,1459,Database Administrator,0.3967400577292786
18301617,3,399,Network Administrator,0.3889238704941105
18301617,4,1655,Network Administrator,0.385810676505261
18301617,5,559,Network Administrator,0.38224861251810693
18301617,6,858,Network Administrator,0.3728122499343516
18301617,7,2144,Database Administrator,0.3722171420421971
18301617,8,580,Network Administrator,0.3682223691797886
18301617,9,23,Database Administrator,0.36453467176097987
18301617,10,1727,Database Administrator,0.36322728293172174
24913648,1,580,Network Administrator,0.5112055327324041
24913648,2,399,Network Administrator,0.4667625134343097
24913648,3,151,Network Administrator,0.4515754482947364
24913648,4,2088,Network Administrator,0.4456729310826334
24913648,5,1905,Network Administrator,0.44489795427194617
24913648,6,1155,Network Administrator,0.4437490263358268
24913648,7,2223,Database Administrator,0.44028638250857866
24913648,8,1499,Network Administrator,0.4274481204219803
24913648,9,2144,Database Administrator,0.42624367390795526
24913648,10,131,Network Administrator,0.42253927023426047
26801767,1,1401,Java Developer,0.3483107011086685
26801767,2,1826,Database Administrator,0.34166731155042995
26801767,3,23,Database Administrator,0.3357292148170767
26801767,4,2225,Database Administrator,0.3176714696746614
26801767,5,2057,Network Administrator,0.3060521683399923
26801767,6,1888,Database Administrator,0.29047974703015533
26801767,7,1991,Software Engineer,0.2888678797561088
26801767,8,1348,Database Administrator,0.2874995002280807
26801767,9,509,Network Administrator,0.2847075183090208
26801767,10,1205,Database Administrator,0.2820510377741793
27372171,1,2223,Database Administrator,0.39729716254944974
27372171,2,2144,Database Administrator,0.36709121241322834
27372171,3,1655,Network Administrator,0.36011450519035376
27372171,4,1459,Database Administrator,0.35053088793020465
27372171,5,399,Network Administrator,0.3500021115644569
27372171,6,580,Network Administrator,0.34309419014644477
27372171,7,23,Database Administrator,0.33753344572468424
27372171,8,2057,Network Administrator,0.3370509212262988
27372171,9,234,Java Developer,0.33678510506735054
27372171,10,2146,Network Administrator,0.32564847072591435
91697974,1,1589,Database Administrator,0.4017342744311904
91697974,2,1459,Database Administrator,0.33266561216723595
91697974,3,1205,Database Administrator,0.30770976162885116
91697974,4,2172,Database Administrator,0.3055745798267003
91697974,5,1348,Database Administrator,0.2947771578216283
91697974,6,926,Database Administrator,0.2841875568121057
91697974,7,686,Network Administrator,0.27953189376752635
91697974,8,1705,Database Administrator,0.2740524250409269
91697974,9,1454,Database Administrator,0.2725399628971165
91697974,10,2256,Database Administrator,0.27106410034680867
28672970,1,2057,Network Administrator,0.39787618856365975
28672970,2,1709,DevOps Engineer,0.3731084281787529
28672970,3,509,Network Administrator,0.3682617749496471
28672970,4,399,Network Administrator,0.36772960063471677
28672970,5,1459,Database Administrator,0.36323773399725107
28672970,6,1348,Database Administrator,0.3605359850161717
28672970,7,1729,Database Administrator,0.3437808522258592
28672970,8,1655,Network Administrator,0.3435212035910425
28672970,9,18,Database Administrator,0.3397468675524865
28672970,10,580,Network Administrator,0.33721499943789024
66832845,1,903,Network Administrator,0.394324348215746
66832845,2,399,Network Administrator,0.3909147037004301
66832845,3,1818,Network Administrator,0.37167388918848066
66832845,4,1362,Network Administrator,0.36855636696474736
66832845,5,653,DevOps Engineer,0.36230624022299596
66832845,6,580,Network Administrator,0.3615634278445601
66832845,7,1655,Network Administrator,0.3249829211170976
66832845,8,1594,Network Administrator,0.3223236375309132
66832845,9,1459,Database Administrator,0.32166655246894765
66832845,10,1271,Database Administrator,0.31708690821069824
25207620,1,1775,Database Administrator,0.4414070389920324
25207620,2,1882,Full Stack Developer,0.37292811119348207
25207620,3,2223,Database Administrator,0.34116689336604034
25207620,4,1071,Database Administrator,0.3312701165567827
25207620,5,10,Database Administrator,0.32962189211751025
25207620,6,1155,Network Administrator,0.32145525765847466
25207620,7,937,Network Administrator,0.32005691940725806
25207620,8,1308,Database Administrator,0.3188585600980502
25207620,9,580,Network Administrator,0.3187635812336136
25207620,10,2144,Database Administrator,0.3145075546221269
41344156,1,199,Full Stack Developer,0.2827648883762024
41344156,2,1790,Java Developer,0.27999791071974
41344156,3,275,Software Engineer,0.2679679362383133
41344156,4,267,DevOps Engineer,0.26774257073299534
41344156,5,1271,Database Administrator,0.2660291387732554
41344156,6,947,Java Developer,0.26511883290558097
41344156,7,2033,Database Administrator,0.2637198002497621
41344156,8,75,DevOps Engineer,0.2588798326684748
41344156,9,1785,Software Engineer,0.25782919043999153
41344156,10,1919,Database Administrator,0.25757834431067617
68460556,1,2069,Database Administrator,0.37182600989325654
68460556,2,533,Full Stack Developer,0.36232358390264857
68460556,3,946,Network Administrator,0.35362375104886895
68460556,4,199,Full Stack Developer,0.34312075673414116
68460556,5,563,Full Stack Developer,0.3360555244376374
68460556,6,1205,Database Administrator,0.33368268108385507
68460556,7,288,Full Stack Developer,0.31268813594997685
68460556,8,1413,Database Administrator,0.30685009847814293
68460556,9,1166,JavaScript Developer,0.30494068610279274
68460556,10,1770,Machine Learning,0.30256612343115885
10247517,1,399,Network Administrator,0.3549550321962545
10247517,2,2057,Network Administrator,0.35264063855677696
10247517,3,509,Network Administrator,0.3459737845300645
10247517,4,580,Network Administrator,0.34318392957601773
10247517,5,686,Network Administrator,0.32097309665926066
10247517,6,659,Network Administrator,0.31007289748413164
10247517,7,1155,Network Administrator,0.30678936766735426
10247517,8,151,Network Administrator,0.30582041867861687
10247517,9,1905,Network Administrator,0.301486079649896
10247517,10,131,Network Administrator,0.30132241818493943
25959103,1,580,Network Administrator,0.46917693106067687
25959103,2,431,DevOps Engineer,0.46499631647303746
25959103,3,399,Network Administrator,0.4448095264857442
25959103,4,23,Database Administrator,0.44246570350154124
25959103,5,131,Network Administrator,0.4404758895573275
25959103,6,1655,Network Administrator,0.4255614166444623
25959103,7,2223,Database Administrator,0.40943796041362757
25959103,8,2144,Database Administrator,0.40840307958948147
25959103,9,133,DevOps Engineer,0.4078350813957712
25959103,10,1154,Database Administrator,0.39801789698086615
13385306,1,1919,Database Administrator,0.40950248070236267
13385306,2,1662,Database Administrator,0.4052605377671338
13385306,3,1362,Network Administrator,0.4016588857327857
13385306,4,782,Database Administrator,0.3926675747707437
13385306,5,1348,Database Administrator,0.38727167809867963
13385306,6,1826,Database Administrator,0.3853338261375617
13385306,7,947,Java Developer,0.37968999017755733
13385306,8,1013,Database Administrator,0.3778955854437344
13385306,9,867,Database Administrator,0.3764897599336419
13385306,10,1271,Database Administrator,0.37195981097078046
38753827,1,903,Network Administrator,0.42036131228484175
38753827,2,580,Network Administrator,0.4091698439741574
38753827,3,399,Network Administrator,0.38894038834313255
38753827,4,2146,Network Administrator,0.36741156366089806
38753827,5,1655,Network Administrator,0.33914973109511837
38753827,6,134,Network Administrator,0.3376040583368612
38753827,7,1695,Network Administrator,0.3348960625194682
38753827,8,1009,Network Administrator,0.33097436012009745
38753827,9,653,DevOps Engineer,0.33000924105594215
38753827,10,548,DevOps Engineer,0.32648176166086695
17681064,1,989,Database Administrator,0.4047061428611667
17681064,2,2030,Database Administrator,0.3971779312488633
17681064,3,704,Full Stack Developer,0.37567478735617427
17681064,4,1205,Database Administrator,0.3732340761985943
17681064,5,151,Network Administrator,0.3480580231805558
17681064,6,1924,Database Administrator,0.34742262713319333
17681064,7,567,Full Stack Developer,0.3344892522793519
17681064,8,1919,Database Administrator,0.33245544418798545
17681064,9,649,Database Administrator,0.33167654297305066
17681064,10,1826,Database Administrator,0.329549246745213
25905275,1,1626,DevOps Engineer,0.3822047634964275
25905275,2,69,Database Administrator,0.3234897190984784
25905275,3,568,Database Administrator,0.3170172897030469
25905275,4,2144,Database Administrator,0.31545876413067747
25905275,5,926,Database Administrator,0.31470593127141194
25905275,6,1459,Database Administrator,0.3073620195268369
25905275,7,1593,Flutter Developer,0.3045358291804873
25905275,8,626,Database Administrator,0.30308217193762954
25905275,9,2223,Database Administrator,0.3019002553089778
25905275,10,534,Database Administrator,0.2971884184798136
11580408,1,1597,Java Developer,0.4591486856038904
11580408,2,1072,Django Developer,0.45901510527412376
11580408,3,1705,Database Administrator,0.4543260145606135
11580408,4,1459,Database Administrator,0.42940995943626714
11580408,5,23,Database Administrator,0.41914852611989356
11580408,6,580,Network Administrator,0.4061877259587939
11580408,7,1594,Network Administrator,0.4050123362766011
11580408,8,846,Network Administrator,0.39830419739628026
11580408,9,399,Network Administrator,0.3977192499632561
11580408,10,1009,Network Administrator,0.39457090636669145
19201175,1,447,Full Stack Developer,0.3312097987826687
19201175,2,533,Full Stack Developer,0.32771334886009573
19201175,3,275,Software Engineer,0.3179121678083175
19201175,4,431,DevOps Engineer,0.3136207798879377
19201175,5,1924,Database Administrator,0.3108825930315494
19201175,6,2028,Machine Learning,0.3045131420521833
19201175,7,1034,PHP Developer,0.3039442690775588
19201175,8,52,Java Developer,0.30288843747643485
19201175,9,471,PHP Developer,0.29764514335242603
19201175,10,1785,Software Engineer,0.2962728012316985
12635195,1,2104,Database Administrator,0.4355450531507754
12635195,2,199,Full Stack Developer,0.40105422056877416
12635195,3,2033,Database Administrator,0.3965210364048782
12635195,4,533,Full Stack Developer,0.38289002076589435
12635195,5,736,Full Stack Developer,0.3655057662071708
12635195,6,1013,Database Administrator,0.35037752701187147
12635195,7,23,Database Administrator,0.34592023107019665
12635195,8,1148,Flutter Developer,0.3397258671616712
12635195,9,1559,Database Administrator,0.3379539675991392
12635195,10,2144,Database Administrator,0.3363222761547172
32959732,1,23,Database Administrator,0.40560737643809536
32959732,2,1401,Java Developer,0.3860753754960897
32959732,3,1205,Database Administrator,0.37954088897132915
32959732,4,1888,Database Administrator,0.3623970850137382
32959732,5,2089,Database Administrator,0.3477593177083666
32959732,6,388,Full Stack Developer,0.3456215697055836
32959732,7,2225,Database Administrator,0.3454635935983155
32959732,8,1289,Full Stack Developer,0.33188486699038666
32959732,9,1710,Database Administrator,0.3308402948295409
32959732,10,814,Database Administrator,0.32722669603576504
17688766,1,2057,Network Administrator,0.33342879035596584
17688766,2,399,Network Administrator,0.3272807755678343
17688766,3,509,Network Administrator,0.3259966873174819
17688766,4,903,Network Administrator,0.32558250735474603
17688766,5,932,Network Administrator,0.32131179148628847
17688766,6,1695,Network Administrator,0.3183340567158958
17688766,7,1362,Network Administrator,0.3168427219366426
17688766,8,580,Network Administrator,0.3158834820678949
17688766,9,1869,Java Developer,0.308546575179952
17688766,10,1468,Network Administrator,0.30779560484788604
20024870,1,447,Full Stack Developer,0.34060521631565216
20024870,2,2033,Database Administrator,0.33457520210254565
20024870,3,1773,JavaScript Developer,0.3138251266654501
20024870,4,2069,Database Administrator,0.3136262816093344
20024870,5,686,Network Administrator,0.3131857040490993
20024870,6,2261,Machine Learning,0.31070376018186546
20024870,7,2054,Machine Learning,0.31037718324185265
20024870,8,2028,Machine Learning,0.3097043742266227
20024870,9,1888,Database Administrator,0.3080789206647051
20024870,10,1148,Flutter Developer,0.30229982271308137
22450718,1,1655,Network Administrator,0.36243422559457844
22450718,2,431,DevOps Engineer,0.3496438712688757
22450718,3,2057,Network Administrator,0.34507718654522923
22450718,4,1991,Software Engineer,0.3407786030962001
22450718,5,509,Network Administrator,0.3308873358630104
22450718,6,626,Database Administrator,0.318537462909771
22450718,7,2144,Database Administrator,0.31629509647513315
22450718,8,2223,Database Administrator,0.31465745879729556
22450718,9,1362,Network Administrator,0.31029388395385415
22450718,10,1903,DevOps Engineer,0.30375407594140275
46260230,1,2137,Network Administrator,0.35676207925073533
46260230,2,669,Network Administrator,0.35160234541316343
46260230,3,1155,Network Administrator,0.3503561891879856
46260230,4,580,Network Administrator,0.33648399763688436
46260230,5,399,Network Administrator,0.33101265887929593
46260230,6,530,Network Administrator,0.32939232107417243
46260230,7,1655,Network Administrator,0.3214406081943556
46260230,8,1271,Database Administrator,0.3196170600834822
46260230,9,2144,Database Administrator,0.319321239604458
46260230,10,2163,Network Administrator,0.3153643176088204
10839851,1,2035,JavaScript Developer,0.40566804019910147
10839851,2,1459,Database Administrator,0.3635932588986988
10839851,3,1818,Network Administrator,0.3117097089659441
10839851,4,399,Network Administrator,0.3104297820884177
10839851,5,1583,Java Developer,0.30887531888184455
10839851,6,945,Network Administrator,0.3048736587465949
10839851,7,1594,Network Administrator,0.30427567027566027
10839851,8,1504,Database Administrator,0.3004127495364475
10839851,9,442,Network Administrator,0.2988656131486865
10839851,10,1626,DevOps Engineer,0.29107125994411603
18752129,1,790,Java Developer,0.34243779218831205
18752129,2,1790,Java Developer,0.34060519636567493
18752129,3,1270,Full Stack Developer,0.28701497609094173
18752129,4,236,DevOps Engineer,0.2860568271918275
18752129,5,351,Machine Learning,0.2485937353703452
18752129,6,2225,Database Administrator,0.24726502655160115
18752129,7,1955,Machine Learning,0.23141980627502073
18752129,8,675,Full Stack Developer,0.2197648200877742
18752129,9,302,Full Stack Developer,0.2144376976716221
18752129,10,1770,Machine Learning,0.21386206910584568
37764298,1,399,Network Administrator,0.3181540257195002
37764298,2,1205,Database Administrator,0.29996575872006653
37764298,3,1964,Full Stack Developer,0.29891853713909594
37764298,4,2057,Network Administrator,0.2857196982111753
37764298,5,509,Network Administrator,0.2821965737433602
37764298,6,538,Network Administrator,0.28070598978835004
37764298,7,1454,Database Administrator,0.2731630749462859
37764298,8,980,Database Administrator,0.2725508866805325
37764298,9,1972,Full Stack Developer,0.2667727149574461
37764298,10,1009,Network Administrator,0.26437348796499544
90867631,1,399,Network Administrator,0.4224582966320848
90867631,2,580,Network Administrator,0.4202218970343667
90867631,3,589,Network Administrator,0.35777813527342933
90867631,4,1283,Network Administrator,0.3530142836844336
90867631,5,1655,Network Administrator,0.3514855075159027
90867631,6,1816,Network Administrator,0.32787017762382703
90867631,7,530,Network Administrator,0.32555179162479925
90867631,8,1459,Database Administrator,0.31984092877981707
90867631,9,1528,Network Administrator,0.31364527326701086
90867631,10,2144,Database Administrator,0.30659401802580905
17641670,1,1816,Network Administrator,0.5104441405272132
17641670,2,580,Network Administrator,0.46872552048440874
17641670,3,399,Network Administrator,0.43323047697546163
17641670,4,151,Network Administrator,0.39769680453033185
17641670,5,2088,Network Administrator,0.3937938729084286
17641670,6,2142,Network Administrator,0.38951584540669976
17641670,7,427,Network Administrator,0.3874042188285345
17641670,8,1996,Network Administrator,0.3840052021393701
17641670,9,807,Network Administrator,0.3811253870759755
17641670,10,1076,Network Administrator,0.3804565403447256
24889109,1,76,JavaScript Developer,0.3942970684541525
24889109,2,22,JavaScript Developer,0.3037707911815565
24889109,3,2057,Network Administrator,0.2861620409000969
24889109,4,509,Network Administrator,0.27148711261326
24889109,5,1869,Java Developer,0.26768234447656547
24889109,6,2223,Database Administrator,0.26084069813495614
24889109,7,399,Network Administrator,0.25514215436735677
24889109,8,823,Network Administrator,0.2507963327311202
24889109,9,1626,DevOps Engineer,0.24837888626840765
24889109,10,2137,Network Administrator,0.2449344157963635
24083609,1,76,JavaScript Developer,0.3496241846276989
24083609,2,1401,Java Developer,0.3452086755896811
24083609,3,2223,Database Administrator,0.3236375321036025
24083609,4,1869,Java Developer,0.3211494749342042
24083609,5,1413,Database Administrator,0.30955393909996276
24083609,6,275,Software Engineer,0.3050570626925644
24083609,7,650,Java Developer,0.30476393919295097
24083609,8,2144,Database Administrator,0.2988947399962837
24083609,9,2060,Java Developer,0.29483547619029365
24083609,10,633,DevOps Engineer,0.28998879938416494
24038620,1,399,Network Administrator,0.3568580714745374
24038620,2,1938,Database Administrator,0.3339328530252977
24038620,3,2057,Network Administrator,0.33241092322437027
24038620,4,516,Java Developer,0.32942085507684526
24038620,5,1465,Java Developer,0.3271645291726713
24038620,6,580,Network Administrator,0.3189723010471763
24038620,7,1460,Software Engineer,0.31706985842651403
24038620,8,1709,DevOps Engineer,0.317066258700612
24038620,9,1459,Database Administrator,0.3162450504409717
24038620,10,949,Software Engineer,0.3150607649500449
29051656,1,1201,Database Administrator,0.5213070216354627
29051656,2,728,Database Administrator,0.46669379420004364
29051656,3,18,Database Administrator,0.4084340214565231
29051656,4,1730,Database Administrator,0.3690085252978871
29051656,5,2205,Database Administrator,0.350784585927252
29051656,6,970,Database Administrator,0.3422782989266989
29051656,7,612,JavaScript Developer,0.33655453093863485
29051656,8,1634,DevOps Engineer,0.333338018933422
29051656,9,2204,Database Administrator,0.32610388226112447
29051656,10,318,Database Administrator,0.31507559878645985
20237244,1,2069,Database Administrator,0.4197170116652916
20237244,2,199,Full Stack Developer,0.3954871047626389
20237244,3,686,Network Administrator,0.3946659680128454
20237244,4,2054,Machine Learning,0.38341498956548786
20237244,5,447,Full Stack Developer,0.38131224385428025
20237244,6,2033,Database Administrator,0.3586719443643519
20237244,7,2144,Database Administrator,0.35477224726941775
20237244,8,36,Network Administrator,0.34641537110105863
20237244,9,2223,Database Administrator,0.3458763862631839
20237244,10,533,Full Stack Developer,0.3456925224591146
20001721,1,1205,Database Administrator,0.40571692527190206
20001721,2,2089,Database Administrator,0.396783534758328
20001721,3,1888,Database Administrator,0.37608302648434305
20001721,4,388,Full Stack Developer,0.3561600745660954
20001721,5,2101,Database Administrator,0.3507007615747799
20001721,6,814,Database Administrator,0.3457840037400934
20001721,7,1454,Database Administrator,0.3324969135290048
20001721,8,1289,Full Stack Developer,0.3295218475645074
20001721,9,1919,Database Administrator,0.32035992441193556
20001721,10,86,Database Administrator,0.31686047663663897
92069209,1,1271,Database Administrator,0.34261736627772277
92069209,2,686,Network Administrator,0.3391297388621719
92069209,3,2137,Network Administrator,0.31809974007960645
92069209,4,776,Network Administrator,0.31329079829257267
92069209,5,1882,Full Stack Developer,0.30711217457170753
92069209,6,1695,Network Administrator,0.3010115367340987
92069209,7,447,Full Stack Developer,0.29590346687856783
92069209,8,422,Backend Developer,0.28724661337196195
92069209,9,2057,Network Administrator,0.28486433821662605
92069209,10,1155,Network Administrator,0.28369200030250963
13405733,1,791,Machine Learning,0.38735173360123976
13405733,2,949,Software Engineer,0.36868348989669697
13405733,3,336,Software Engineer,0.35707399356603303
13405733,4,1919,Database Administrator,0.3563458226828481
13405733,5,2069,Database Administrator,0.3519436809452853
13405733,6,2194,Java Developer,0.3459178488077813
13405733,7,13,Software Engineer,0.3439269517858682
13405733,8,633,DevOps Engineer,0.3429668875675994
13405733,9,1724,Machine Learning,0.33049697369624187
13405733,10,599,Software Engineer,0.3279933452053973
28697203,1,2244,Backend Developer,0.3999587487587681
28697203,2,356,Software Engineer,0.36233815652703555
28697203,3,2073,Full Stack Developer,0.36137789702517475
28697203,4,420,Database Administrator,0.3566519037712498
28697203,5,320,Network Administrator,0.35121391491185355
28697203,6,599,Software Engineer,0.34583142990011206
28697203,7,1141,Node js developer,0.33044387347898435
28697203,8,249,JavaScript Developer,0.3293602923777989
28697203,9,668,Database Administrator,0.3230740755958444
28697203,10,2057,Network Administrator,0.32295329988110416
28035460,1,2223,Database Administrator,0.3726613445412886
28035460,2,2144,Database Administrator,0.3340789742841541
28035460,3,275,Software Engineer,0.30503628314066233
28035460,4,1271,Database Administrator,0.30056541718656776
28035460,5,2060,Java Developer,0.2995595699143325
28035460,6,23,Database Administrator,0.2957926353739354
28035460,7,1785,Software Engineer,0.29547013493407404
28035460,8,533,Full Stack Developer,0.2940150688765201
28035460,9,1888,Database Administrator,0.2940089489841972
28035460,10,13,Software Engineer,0.2907250878457437
21283365,1,2057,Network Administrator,0.3969227327482641
21283365,2,509,Network Administrator,0.3756718360810151
21283365,3,1348,Database Administrator,0.3563733766203351
21283365,4,1459,Database Administrator,0.3556236772993689
21283365,5,686,Network Administrator,0.3553865313891894
21283365,6,1655,Network Administrator,0.3507071223989213
21283365,7,949,Software Engineer,0.35026772990914223
21283365,8,1924,Database Administrator,0.3467459066724236
21283365,9,1729,Database Administrator,0.3429161123568047
21283365,10,625,Database Administrator,0.33507720728793067
17987433,1,1905,Network Administrator,0.2828755930228521
17987433,2,277,Java Developer,0.2733266552103425
17987433,3,1060,DevOps Engineer,0.26777876736770906
17987433,4,310,Machine Learning,0.25943748756863483
17987433,5,1111,Flutter Developer,0.24972582420646003
17987433,6,447,Full Stack Developer,0.23683619309444262
17987433,7,2223,Database Administrator,0.23062789779347898
17987433,8,684,Database Administrator,0.2226948929900183
17987433,9,569,Software Engineer,0.21823684895846843
17987433,10,1568,Database Administrator,0.21820723413619897
10553553,1,903,Network Administrator,0.4619310341317202
10553553,2,399,Network Administrator,0.4363918438260402
10553553,3,1009,Network Administrator,0.4230618965102996
10553553,4,1818,Network Administrator,0.41773985041414924
10553553,5,580,Network Administrator,0.4022990994903159
10553553,6,1634,DevOps Engineer,0.3963460405277566
10553553,7,1594,Network Administrator,0.39052402495748867
10553553,8,1655,Network Administrator,0.37239083993912386
10553553,9,881,Network Administrator,0.36418574664755654
10553553,10,1204,Network Administrator,0.36418574664755654
15118506,1,1459,Database Administrator,0.3803459461377741
15118506,2,1504,Database Administrator,0.31889924183161844
